CustomerID_flag,Total_Invoices,Total_Spent,Last_Purchase_Date,InvoiceNo,Reference_Date,Order,Recency,R_Score,Frequency,F_Score,Monetary,M_Score,Segment,RFM
Customers,1,15,05-05-2011 11:09,551945,10-12-2011 12:50,1,219,1,1,1,15,1,Lost Customers,111
Customers,1,15,20-05-2011 12:23,C554005,10-12-2011 12:50,1,204,1,1,1,15,1,Lost Customers,111
Customers,1,15,20-05-2011 14:41,554041,10-12-2011 12:50,1,204,1,1,1,15,1,Lost Customers,111
Customers,1,15,23-05-2011 14:52,C554303,10-12-2011 12:50,1,201,1,1,1,15,1,Lost Customers,111
Customers,1,15,01-06-2011 14:49,C555248,10-12-2011 12:50,1,192,1,1,1,15,1,Lost Customers,111
Customers,1,15,03-06-2011 15:43,555504,10-12-2011 12:50,1,190,1,1,1,15,1,Lost Customers,111
Customers,1,15,06-06-2011 12:04,C555629,10-12-2011 12:50,1,187,1,1,1,15,1,Lost Customers,111
Customers,1,15,06-06-2011 16:22,555724,10-12-2011 12:50,1,187,1,1,1,15,1,Lost Customers,111
Customers,1,15,09-06-2011 09:44,C556117,10-12-2011 12:50,1,184,1,1,1,15,1,Lost Customers,111
Customers,1,15,15-06-2011 15:28,C556930,10-12-2011 12:50,1,178,2,1,1,15,1,Others,211
Customers,1,15,21-06-2011 17:42,C557659,10-12-2011 12:50,1,172,2,1,1,15,1,Others,211
Customers,1,15,26-06-2011 14:59,C558106,10-12-2011 12:50,5,167,2,5,2,15,1,Others,221
Customers,1,15,27-06-2011 16:59,C558249,10-12-2011 12:50,1,166,2,1,1,15,1,Others,211
Customers,1,15,28-06-2011 14:58,558356,10-12-2011 12:50,1,165,2,1,1,15,1,Others,211
Customers,1,15,06-07-2011 10:00,C559059,10-12-2011 12:50,1,157,2,1,1,15,1,Others,211
Customers,1,15,07-07-2011 13:18,C559309,10-12-2011 12:50,1,156,2,1,1,15,1,Others,211
Customers,1,15,11-07-2011 14:40,559677,10-12-2011 12:50,1,152,2,1,1,15,1,Others,211
Customers,1,15,13-07-2011 10:08,559835,10-12-2011 12:50,1,150,2,1,1,15,1,Others,211
Customers,1,15,17-07-2011 15:08,560275,10-12-2011 12:50,1,146,2,1,1,15,1,Others,211
Customers,1,15,21-07-2011 18:05,C560912,10-12-2011 12:50,1,142,2,1,1,15,1,Others,211
Customers,1,15,28-07-2011 12:05,561602,10-12-2011 12:50,1,135,2,1,1,15,1,Others,211
Customers,1,15,29-07-2011 11:27,561707,10-12-2011 12:50,1,134,2,1,1,15,1,Others,211
Customers,1,15,02-08-2011 10:05,C562041,10-12-2011 12:50,1,130,2,1,1,15,1,Others,211
Customers,1,15,03-08-2011 10:43,C562144,10-12-2011 12:50,1,129,2,1,1,15,1,Others,211
Customers,1,15,08-08-2011 13:25,C562651,10-12-2011 12:50,1,124,2,1,1,15,1,Others,211
Customers,1,15,10-08-2011 13:52,562919,10-12-2011 12:50,1,122,2,1,1,15,1,Others,211
Customers,1,15,11-08-2011 10:21,C562959,10-12-2011 12:50,2,121,2,2,1,15,1,Others,211
Customers,1,15,11-08-2011 17:14,563092,10-12-2011 12:50,1,121,2,1,1,15,1,Others,211
Customers,1,15,16-08-2011 10:52,563383,10-12-2011 12:50,1,116,2,1,1,15,1,Others,211
Customers,1,15,19-08-2011 13:13,C563838,10-12-2011 12:50,1,113,2,1,1,15,1,Others,211
Customers,1,15,19-08-2011 15:06,563851,10-12-2011 12:50,1,113,2,1,1,15,1,Others,211
Customers,1,15,23-08-2011 13:28,564163,10-12-2011 12:50,1,109,2,1,1,15,1,Others,211
Customers,1,15,23-08-2011 16:56,564196,10-12-2011 12:50,1,109,2,1,1,15,1,Others,211
Customers,1,15,26-08-2011 11:19,564574,10-12-2011 12:50,1,106,2,1,1,15,1,Others,211
Customers,1,15,26-08-2011 14:13,564649,10-12-2011 12:50,1,106,2,1,1,15,1,Others,211
Customers,1,15,31-08-2011 10:21,564861,10-12-2011 12:50,1,101,2,1,1,15,1,Others,211
Customers,1,15,06-09-2011 12:25,565735,10-12-2011 12:50,1,95,2,1,1,15,1,Others,211
Customers,1,15,07-09-2011 15:10,565870,10-12-2011 12:50,1,94,2,1,1,15,1,Others,211
Customers,1,15,08-09-2011 10:43,565933,10-12-2011 12:50,1,93,2,1,1,15,1,Others,211
Customers,1,15,09-09-2011 10:05,566080,10-12-2011 12:50,1,92,2,1,1,15,1,Others,211
Customers,1,15,13-09-2011 17:17,C566613,10-12-2011 12:50,1,88,3,1,1,15,1,Others,311
Customers,1,15,15-09-2011 12:53,566865,10-12-2011 12:50,1,86,3,1,1,15,1,Others,311
Customers,1,15,26-09-2011 11:59,C568237,10-12-2011 12:50,1,75,3,1,1,15,1,Others,311
Customers,1,15,26-09-2011 17:01,568375,10-12-2011 12:50,1,75,3,1,1,15,1,Others,311
Customers,1,15,30-09-2011 12:52,C569116,10-12-2011 12:50,1,71,3,1,1,15,1,Others,311
Customers,1,15,06-10-2011 18:06,C569941,10-12-2011 12:50,1,65,3,1,1,15,1,Others,311
Customers,1,15,06-10-2011 20:28,C569993,10-12-2011 12:50,1,65,3,1,1,15,1,Others,311
Customers,1,15,11-10-2011 14:14,C570658,10-12-2011 12:50,2,60,4,2,1,15,1,Others,411
Customers,1,15,12-10-2011 11:33,570731,10-12-2011 12:50,1,59,4,1,1,15,1,Others,411
Customers,1,15,13-10-2011 16:37,571111,10-12-2011 12:50,1,58,4,1,1,15,1,Others,411
Customers,1,15,14-10-2011 11:44,571191,10-12-2011 12:50,1,57,4,1,1,15,1,Others,411
Customers,1,15,19-10-2011 14:26,571900,10-12-2011 12:50,1,52,4,1,1,15,1,Others,411
Customers,1,15,21-10-2011 13:36,C572223,10-12-2011 12:50,1,50,4,1,1,15,1,Others,411
Customers,1,15,31-10-2011 14:48,573586,10-12-2011 12:50,1,40,4,1,1,15,1,Others,411
Customers,1,15,04-11-2011 12:48,C574483,10-12-2011 12:50,1,36,4,1,1,15,1,Others,411
Customers,1,15,04-11-2011 14:59,574546,10-12-2011 12:50,1,36,4,1,1,15,1,Others,411
Customers,1,15,07-11-2011 12:30,C574865,10-12-2011 12:50,1,33,4,1,1,15,1,Others,411
Customers,1,15,11-11-2011 11:58,C575841,10-12-2011 12:50,1,29,5,1,1,15,1,Recent Customers,511
Customers,1,15,14-11-2011 08:27,576084,10-12-2011 12:50,1,26,5,1,1,15,1,Recent Customers,511
Customers,1,15,15-11-2011 10:52,C576401,10-12-2011 12:50,1,25,5,1,1,15,1,Recent Customers,511
Customers,1,15,18-11-2011 16:12,C577360,10-12-2011 12:50,1,22,5,1,1,15,1,Recent Customers,511
Customers,1,15,18-11-2011 16:13,577361,10-12-2011 12:50,1,22,5,1,1,15,1,Recent Customers,511
Customers,1,15,18-11-2011 16:18,C577364,10-12-2011 12:50,1,22,5,1,1,15,1,Recent Customers,511
Customers,1,15,21-11-2011 16:54,577797,10-12-2011 12:50,1,19,5,1,1,15,1,Recent Customers,511
Customers,1,15,28-11-2011 12:51,579137,10-12-2011 12:50,1,12,5,1,1,15,1,Recent Customers,511
Customers,1,15,29-11-2011 12:52,C579415,10-12-2011 12:50,1,11,5,1,1,15,1,Recent Customers,511
Customers,1,15,29-11-2011 13:09,C579431,10-12-2011 12:50,1,11,5,1,1,15,1,Recent Customers,511
Customers,1,15,01-12-2011 08:56,C579914,10-12-2011 12:50,2,9,5,2,1,15,1,Recent Customers,511
Customers,1,15,02-12-2011 16:06,580356,10-12-2011 12:50,1,8,5,1,1,15,1,Recent Customers,511
Customers,1,15,02-12-2011 16:25,580361,10-12-2011 12:50,1,8,5,1,1,15,1,Recent Customers,511
Customers,1,15,05-12-2011 16:12,C580698,10-12-2011 12:50,1,5,5,1,1,15,1,Recent Customers,511
Customers,1,15,05-12-2011 16:33,C580708,10-12-2011 12:50,1,5,5,1,1,15,1,Recent Customers,511
Customers,1,15,07-12-2011 12:45,581127,10-12-2011 12:50,1,3,5,1,1,15,1,Recent Customers,511
Customers,1,12.75,06-12-2010 12:55,C537373,10-12-2011 12:50,1,369,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,08-12-2010 13:43,C537814,10-12-2011 12:50,1,367,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,09-12-2010 15:36,C538121,10-12-2011 12:50,1,366,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,13-12-2010 13:28,C538632,10-12-2011 12:50,1,362,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,14-12-2010 11:30,C538755,10-12-2011 12:50,1,361,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,15-12-2010 14:33,C539035,10-12-2011 12:50,1,360,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,16-12-2010 16:30,C539289,10-12-2011 12:50,1,359,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,05-01-2011 16:06,540251,10-12-2011 12:50,1,339,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,21-01-2011 16:58,C541824,10-12-2011 12:50,1,323,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,25-01-2011 12:34,C542086,10-12-2011 12:50,1,319,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,31-01-2011 11:37,C542645,10-12-2011 12:50,1,313,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,03-02-2011 12:59,C543112,10-12-2011 12:50,1,310,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,10-02-2011 14:13,C543607,10-12-2011 12:50,1,303,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,11-02-2011 11:44,C543706,10-12-2011 12:50,1,302,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,15-02-2011 11:58,544043,10-12-2011 12:50,1,298,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,24-02-2011 12:27,C544897,10-12-2011 12:50,1,289,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,02-03-2011 16:03,C545440,10-12-2011 12:50,1,283,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,07-03-2011 13:39,C545846,10-12-2011 12:50,1,278,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,09-03-2011 11:18,C546080,10-12-2011 12:50,1,276,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,11-03-2011 11:18,C546362,10-12-2011 12:50,1,274,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,14-03-2011 14:28,C546536,10-12-2011 12:50,1,271,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,17-03-2011 17:16,C546880,10-12-2011 12:50,1,268,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,17-03-2011 18:21,C546894,10-12-2011 12:50,1,268,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,04-04-2011 13:47,548862,10-12-2011 12:50,1,250,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,06-04-2011 09:25,C549045,10-12-2011 12:50,1,248,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,13-04-2011 09:55,C549922,10-12-2011 12:50,1,241,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,14-04-2011 16:43,C550170,10-12-2011 12:50,1,240,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,19-04-2011 16:09,C550642,10-12-2011 12:50,1,235,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,20-04-2011 15:56,C550807,10-12-2011 12:50,1,234,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,04-05-2011 10:10,C551732,10-12-2011 12:50,1,220,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,06-05-2011 09:55,C552047,10-12-2011 12:50,1,218,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,11-05-2011 15:17,C552856,10-12-2011 12:50,1,213,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,26-05-2011 19:55,C554846,10-12-2011 12:50,1,198,1,1,1,12.75,1,Lost Customers,111
Customers,1,12.75,16-06-2011 14:43,C557054,10-12-2011 12:50,2,177,2,2,1,12.75,1,Others,211
Customers,1,12.75,20-06-2011 13:52,C557478,10-12-2011 12:50,1,173,2,1,1,12.75,1,Others,211
Customers,1,12.75,21-06-2011 17:15,C557649,10-12-2011 12:50,1,172,2,1,1,12.75,1,Others,211
Customers,1,12.75,21-06-2011 17:37,C557656,10-12-2011 12:50,1,172,2,1,1,12.75,1,Others,211
Customers,1,12.75,30-06-2011 11:31,C558531,10-12-2011 12:50,1,163,2,1,1,12.75,1,Others,211
Customers,1,12.75,01-07-2011 15:09,C558735,10-12-2011 12:50,1,162,2,1,1,12.75,1,Others,211
Customers,1,12.75,08-07-2011 14:27,C559500,10-12-2011 12:50,1,155,2,1,1,12.75,1,Others,211
Customers,1,12.75,11-07-2011 11:09,C559568,10-12-2011 12:50,1,152,2,1,1,12.75,1,Others,211
Customers,1,12.75,12-07-2011 17:15,559822,10-12-2011 12:50,1,151,2,1,1,12.75,1,Others,211
Customers,1,12.75,15-07-2011 15:22,C560220,10-12-2011 12:50,1,148,2,1,1,12.75,1,Others,211
Customers,1,12.75,25-07-2011 17:00,C561212,10-12-2011 12:50,1,138,2,1,1,12.75,1,Others,211
Customers,1,12.75,02-08-2011 11:58,C562051,10-12-2011 12:50,1,130,2,1,1,12.75,1,Others,211
Customers,1,12.75,04-08-2011 17:07,562424,10-12-2011 12:50,1,128,2,1,1,12.75,1,Others,211
Customers,1,12.75,09-08-2011 14:30,C562798,10-12-2011 12:50,1,123,2,1,1,12.75,1,Others,211
Customers,1,12.75,14-08-2011 14:23,C563221,10-12-2011 12:50,1,118,2,1,1,12.75,1,Others,211
Customers,1,12.75,09-09-2011 13:54,C566197,10-12-2011 12:50,1,92,2,1,1,12.75,1,Others,211
Customers,1,12.75,15-09-2011 10:12,C566782,10-12-2011 12:50,1,86,3,1,1,12.75,1,Others,311
Customers,1,12.75,20-09-2011 11:58,C567440,10-12-2011 12:50,1,81,3,1,1,12.75,1,Others,311
Customers,1,12.75,22-09-2011 18:21,C567940,10-12-2011 12:50,1,79,3,1,1,12.75,1,Others,311
Customers,1,12.75,03-10-2011 10:37,C569251,10-12-2011 12:50,1,68,3,1,1,12.75,1,Others,311
Customers,1,12.75,06-10-2011 16:43,C569909,10-12-2011 12:50,2,65,3,2,1,12.75,1,Others,311
Customers,1,12.75,06-10-2011 18:44,C569961,10-12-2011 12:50,1,65,3,1,1,12.75,1,Others,311
Customers,1,12.75,13-10-2011 13:49,C571051,10-12-2011 12:50,1,58,4,1,1,12.75,1,Others,411
Customers,1,12.75,16-10-2011 16:25,571297,10-12-2011 12:50,1,55,4,1,1,12.75,1,Others,411
Customers,1,12.75,19-10-2011 13:36,C571855,10-12-2011 12:50,1,52,4,1,1,12.75,1,Others,411
Customers,1,12.75,23-10-2011 14:35,C572299,10-12-2011 12:50,1,48,4,1,1,12.75,1,Others,411
Customers,1,12.75,26-10-2011 12:54,C572864,10-12-2011 12:50,1,45,4,1,1,12.75,1,Others,411
Customers,1,12.75,03-11-2011 13:00,C574248,10-12-2011 12:50,1,37,4,1,1,12.75,1,Others,411
Customers,1,12.75,08-11-2011 17:53,C575172,10-12-2011 12:50,1,32,4,1,1,12.75,1,Others,411
Customers,1,12.75,14-11-2011 12:03,C576194,10-12-2011 12:50,1,26,5,1,1,12.75,1,Recent Customers,511
Customers,1,12.75,16-11-2011 16:09,C576866,10-12-2011 12:50,1,24,5,1,1,12.75,1,Recent Customers,511
Customers,1,12.75,18-11-2011 13:57,C577323,10-12-2011 12:50,1,22,5,1,1,12.75,1,Recent Customers,511
Customers,1,12.75,23-11-2011 13:37,578267,10-12-2011 12:50,1,17,5,1,1,12.75,1,Recent Customers,511
Customers,1,12.75,01-12-2011 09:44,C579933,10-12-2011 12:50,1,9,5,1,1,12.75,1,Recent Customers,511
Customers,1,12.75,07-12-2011 12:28,C581121,10-12-2011 12:50,1,3,5,1,1,12.75,1,Recent Customers,511
Customers,1,12.75,08-12-2011 13:14,C581393,10-12-2011 12:50,1,2,5,1,1,12.75,1,Recent Customers,511
Customers,1,139.12,01-12-2010 08:26,536365,10-12-2011 12:50,7,374,1,7,2,139.12,1,Lost Customers,121
Customers,1,22.2,01-12-2010 08:28,536366,10-12-2011 12:50,2,374,1,2,1,22.2,1,Lost Customers,111
Customers,1,278.73,01-12-2010 08:34,536367,10-12-2011 12:50,12,374,1,12,3,278.73,1,Others,131
Customers,1,70.05,01-12-2010 08:34,536368,10-12-2011 12:50,4,374,1,4,1,70.05,1,Lost Customers,111
Customers,1,17.85,01-12-2010 08:35,536369,10-12-2011 12:50,1,374,1,1,1,17.85,1,Lost Customers,111
Customers,1,855.86,01-12-2010 08:45,536370,10-12-2011 12:50,20,374,1,20,4,855.86,2,Others,142
Customers,1,204,01-12-2010 09:00,536371,10-12-2011 12:50,1,374,1,1,1,204,1,Lost Customers,111
Customers,1,22.2,01-12-2010 09:01,536372,10-12-2011 12:50,2,374,1,2,1,22.2,1,Lost Customers,111
Customers,1,259.86,01-12-2010 09:02,536373,10-12-2011 12:50,16,374,1,16,3,259.86,1,Others,131
Customers,1,350.4,01-12-2010 09:09,536374,10-12-2011 12:50,1,374,1,1,1,350.4,1,Lost Customers,111
Customers,1,259.86,01-12-2010 09:32,536375,10-12-2011 12:50,16,374,1,16,3,259.86,1,Others,131
Customers,1,328.8,01-12-2010 09:32,536376,10-12-2011 12:50,2,374,1,2,1,328.8,1,Lost Customers,111
Customers,1,22.2,01-12-2010 09:34,536377,10-12-2011 12:50,2,374,1,2,1,22.2,1,Lost Customers,111
Customers,1,444.98,01-12-2010 09:37,536378,10-12-2011 12:50,19,374,1,19,3,444.98,1,Others,131
Customers,1,34.8,01-12-2010 09:41,536380,10-12-2011 12:50,1,374,1,1,1,34.8,1,Lost Customers,111
Customers,1,449.98,01-12-2010 09:41,536381,10-12-2011 12:50,35,374,1,35,5,449.98,1,Others,151
Customers,1,27.5,01-12-2010 09:41,C536379,10-12-2011 12:50,1,374,1,1,1,27.5,1,Lost Customers,111
Customers,1,430.6,01-12-2010 09:45,536382,10-12-2011 12:50,12,374,1,12,3,430.6,1,Others,131
Customers,1,4.65,01-12-2010 09:49,C536383,10-12-2011 12:50,1,374,1,1,1,4.65,1,Lost Customers,111
Customers,1,489.6,01-12-2010 09:53,536384,10-12-2011 12:50,13,374,1,13,3,489.6,1,Others,131
Customers,1,130.85,01-12-2010 09:56,536385,10-12-2011 12:50,7,374,1,7,2,130.85,1,Lost Customers,121
Customers,1,508.2,01-12-2010 09:57,536386,10-12-2011 12:50,3,374,1,3,1,508.2,2,Lost Customers,112
Customers,1,3193.92,01-12-2010 09:58,536387,10-12-2011 12:50,5,374,1,5,2,3193.92,3,Others,123
Customers,1,226.14,01-12-2010 09:59,536388,10-12-2011 12:50,14,374,1,14,3,226.14,1,Others,131
Customers,1,358.25,01-12-2010 10:03,536389,10-12-2011 12:50,14,374,1,14,3,358.25,1,Others,131
Customers,1,1825.74,01-12-2010 10:19,536390,10-12-2011 12:50,24,374,1,24,4,1825.74,2,Others,142
Customers,1,141.48,01-12-2010 10:24,C536391,10-12-2011 12:50,7,374,1,7,2,141.48,1,Lost Customers,121
Customers,1,318.14,01-12-2010 10:29,536392,10-12-2011 12:50,10,374,1,10,3,318.14,1,Others,131
Customers,1,79.6,01-12-2010 10:37,536393,10-12-2011 12:50,1,374,1,1,1,79.6,1,Lost Customers,111
Customers,1,1024.68,01-12-2010 10:39,536394,10-12-2011 12:50,11,374,1,11,3,1024.68,2,Others,132
Customers,1,507.88,01-12-2010 10:47,536395,10-12-2011 12:50,14,374,1,14,3,507.88,2,Others,132
Customers,1,376.36,01-12-2010 10:51,536396,10-12-2011 12:50,18,374,1,18,3,376.36,1,Others,131
Customers,1,279,01-12-2010 10:51,536397,10-12-2011 12:50,2,374,1,2,1,279,1,Lost Customers,111
Customers,1,426.56,01-12-2010 10:52,536398,10-12-2011 12:50,17,374,1,17,3,426.56,1,Others,131
Customers,1,22.2,01-12-2010 10:52,536399,10-12-2011 12:50,2,374,1,2,1,22.2,1,Lost Customers,111
Customers,1,17.4,01-12-2010 10:53,536400,10-12-2011 12:50,1,374,1,1,1,17.4,1,Lost Customers,111
Customers,1,354.23,01-12-2010 11:21,536401,10-12-2011 12:50,64,374,1,64,5,354.23,1,Others,151
Customers,1,357,01-12-2010 11:22,536402,10-12-2011 12:50,3,374,1,3,1,357,1,Lost Customers,111
Customers,1,192.6,01-12-2010 11:27,536403,10-12-2011 12:50,2,374,1,2,1,192.6,1,Lost Customers,111
Customers,1,471.3,01-12-2010 11:29,536404,10-12-2011 12:50,28,374,1,28,4,471.3,1,Others,141
Customers,1,326.4,01-12-2010 11:32,536405,10-12-2011 12:50,1,374,1,1,1,326.4,1,Lost Customers,111
Customers,1,353.14,01-12-2010 11:33,536406,10-12-2011 12:50,17,374,1,17,3,353.14,1,Others,131
Customers,1,22.2,01-12-2010 11:34,536407,10-12-2011 12:50,2,374,1,2,1,22.2,1,Lost Customers,111
Customers,1,783.11,01-12-2010 11:41,536408,10-12-2011 12:50,48,374,1,48,5,783.11,2,Others,152
Customers,1,243.28,01-12-2010 11:45,536409,10-12-2011 12:50,58,374,1,58,5,243.28,1,Others,151
Customers,1,514.41,01-12-2010 11:49,536412,10-12-2011 12:50,81,374,1,81,5,514.41,2,Others,152
Customers,1,390.79,01-12-2010 11:57,536415,10-12-2011 12:50,59,374,1,59,5,390.79,1,Others,151
Customers,1,225.7,01-12-2010 11:58,536416,10-12-2011 12:50,6,374,1,6,2,225.7,1,Lost Customers,121
Customers,1,233.45,01-12-2010 12:03,536420,10-12-2011 12:50,14,374,1,14,3,233.45,1,Others,131
Customers,1,303.9,01-12-2010 12:08,536423,10-12-2011 12:50,9,374,1,9,2,303.9,1,Lost Customers,121
Customers,1,362.45,01-12-2010 12:08,536425,10-12-2011 12:50,17,374,1,17,3,362.45,1,Others,131
Customers,1,842.12,01-12-2010 12:12,536437,10-12-2011 12:50,6,374,1,6,2,842.12,2,Lost Customers,122
Customers,1,440.89,01-12-2010 12:15,536446,10-12-2011 12:50,32,374,1,32,5,440.89,1,Others,151
Customers,1,295.54,01-12-2010 12:22,536460,10-12-2011 12:50,14,374,1,14,3,295.54,1,Others,131
Customers,1,17.4,01-12-2010 12:22,536463,10-12-2011 12:50,1,374,1,1,1,17.4,1,Lost Customers,111
Customers,1,277.35,01-12-2010 12:23,536464,10-12-2011 12:50,85,374,1,85,5,277.35,1,Others,151
Customers,1,42.9,01-12-2010 12:23,536466,10-12-2011 12:50,2,374,1,2,1,42.9,1,Lost Customers,111
Customers,1,2474.74,01-12-2010 12:27,536477,10-12-2011 12:50,14,374,1,14,3,2474.74,3,Others,133
Customers,1,165.89,01-12-2010 12:31,536488,10-12-2011 12:50,35,374,1,35,5,165.89,1,Others,151
Customers,1,223.9,01-12-2010 12:35,536500,10-12-2011 12:50,15,374,1,15,3,223.9,1,Others,131
Customers,1,95.29,01-12-2010 12:36,536502,10-12-2011 12:50,5,374,1,5,2,95.29,1,Lost Customers,121
Customers,1,155.52,01-12-2010 12:38,536508,10-12-2011 12:50,2,374,1,2,1,155.52,1,Lost Customers,111
Customers,1,25.5,01-12-2010 12:38,C536506,10-12-2011 12:50,1,374,1,1,1,25.5,1,Lost Customers,111
Customers,1,295.5,01-12-2010 12:40,536514,10-12-2011 12:50,5,374,1,5,2,295.5,1,Lost Customers,121
Customers,1,313.49,01-12-2010 12:43,536520,10-12-2011 12:50,71,374,1,71,5,313.49,1,Others,151
Customers,1,4.95,01-12-2010 12:48,536521,10-12-2011 12:50,1,374,1,1,1,4.95,1,Lost Customers,111
Customers,1,191.06,01-12-2010 12:49,536522,10-12-2011 12:50,54,374,1,54,5,191.06,1,Others,151
Customers,1,203.3,01-12-2010 12:50,536523,10-12-2011 12:50,12,374,1,12,3,203.3,1,Others,131
Customers,1,70.8,01-12-2010 12:51,536524,10-12-2011 12:50,4,374,1,4,1,70.8,1,Lost Customers,111
Customers,1,136.24,01-12-2010 12:54,536525,10-12-2011 12:50,13,374,1,13,3,136.24,1,Others,131
Customers,1,301.24,01-12-2010 12:58,536526,10-12-2011 12:50,9,374,1,9,2,301.24,1,Lost Customers,121
Customers,1,261.48,01-12-2010 13:04,536527,10-12-2011 12:50,15,374,1,15,3,261.48,1,Others,131
Customers,1,313.93,01-12-2010 13:17,536528,10-12-2011 12:50,57,374,1,57,5,313.93,1,Others,151
